SerialId,Date,SongTitle,durationSec,viewCount,likeCount,dislikeCount,commentCount,18-Nov,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,19-Dec,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Jul,20-Aug,20-Sep,20-Oct
54,18 / 10 / 2020,"Lyrical: Tum Ho | RAQEEB | Tulsi Kumar,Zubeen |Jimmy Shergill,Sharman Joshi,Rahul Khanna,Tanushree D",349,75805562,27062,3425,819,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1175
55,18 / 10 / 2020,"Lyrical: Yeh Ishq Hai | Jab We Met | Kareena Kapoor, Shahid Kapoor | Shreya Ghoshal",187,39320690,35548,7742,785,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,155
56,18 / 10 / 2020,"Lyrical : Tandoori Nights | Karzzzz | Himesh Reshammiya, Urmila Matondkar | Sunidhi Chauhan",415,8311618,83314,1389,1264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1383
57,17 / 10 / 2020,The Care Concert / Preet Harpal | PM CARES FUND | T/Series | Red FM,204,12854381,39006,6731,1372,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,840
58,17 / 10 / 2020,"Teri Yaari Song | Millind Gaba, Aparshakti Khurana, King Kaazi | Bhushan Kumar | New Song 2020",419,64792898,54407,6701,174,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,883
59,17 / 10 / 2020,Jinke Liye Lyrical | Neha Kakkar Feat. Jaani | B Praak | Bhushan Kumar,287,49749410,33107,2239,339,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,720
60,17 / 10 / 2020,"Lyrical: Tu Bole Main Boloon | Jaane Tu... Ya Jaane Na | A.R. Rahman | Imran Khan, Genelia Dsouza",337,11342165,12784,6203,425,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1471
61,16 / 10 / 2020,"Lyrical: Most Wanted Track | Wanted | Prabhu Deva, Salman Khan | Sajid, Wajid",248,19845823,97210,7506,746,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1425
62,16 / 10 / 2020,Lyrical : Lut Jaaon Lut Jaaon | Karzzzz | Himeash Reshammiya,204,30556498,78526,4786,1551,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,694
63,16 / 10 / 2020,Lyrical: Hari Om Hari Om | Karzzzz | Himesh Reshammiya,312,10652450,27731,1704,1267,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,861
64,16 / 10 / 2020,The Care Concert / Dhvani Bhanushali | PM CARES FUND | T/Series | Red FM,389,72021507,72124,1874,1080,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,470
65,15 / 10 / 2020,The Care Concert / Neha Kakkar | PM CARES FUND | T/Series | Red FM,362,38911043,98083,3534,1365,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,163
66,15 / 10 / 2020,The Care Concert / Yo Yo Honey Singh | PM CARES FUND | T/Series | Red FM,403,30038898,98645,3689,945,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1254
67,15 / 10 / 2020,Bharat Ek Saath Hai | Sonu Sood | M Veer | T/Series,410,10436559,57473,7028,1173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1116
68,15 / 10 / 2020,Teaser: Bharat Ek Saath Hai | Sonu Sood | Releasing Soon | T/Series,362,24411241,78358,2338,683,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,284
69,14 / 10 / 2020,Yo Yo Honey Singh : LOCA (Full Audio) | Bhushan Kumar | New Song 2020 | T/Series,284,53695952,37862,2956,589,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1431
70,14 / 10 / 2020,The Care Concert / Amber Vashist | PM CARES FUND | T/Series | Red FM,228,21931762,20361,9493,1434,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,213
71,14 / 10 / 2020,The Care Concert / Akhil Sachdeva | PM CARES FUND | T/Series | Red FM,356,14238232,13108,8890,299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1224
72,14 / 10 / 2020,The Care Concert / Asees Kaur | PM CARES FUND | T/Series | Red FM,304,28361171,31444,1938,1189,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,398
73,13 / 10 / 2020,The Care Concert / Sukriti Kakar & Prakriti Kakar | PM CARES FUND | T/Series | Red FM,214,58290380,16221,9147,1836,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1133
74,13 / 10 / 2020,"Tum Se Hi Lyrcial | Jab We Met | Kareena Kapoor, Shahid Kapoor | Mohit Chauhan | Pritam",293,15284387,98783,1635,251,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,287
75,13 / 10 / 2020,The Care Concert / Jubin Nautiyal | PM CARES FUND | T/Series | Red FM,269,12044798,14887,2781,663,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,918
76,13 / 10 / 2020,The Care Concert / Amaal Malik & Armaan Malik | PM CARES FUND | T/Series | Red FM,327,60500464,79437,9334,1494,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,320
77,12 / 10 / 2020,Mahamrityunjaya Mantra / Full Audio | Shekhar Ravjiani | Bhushan Kumar | T/Series,253,48043944,13864,5207,1148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,341
78,12 / 10 / 2020,"Masakali 2.0 / Audio | A R Rahman | Sidharth Malhotra,Tara Sutaria | Tulsi Kumar, Sachet Tandon",418,70085468,15255,4220,1035,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1384
79,12 / 10 / 2020,Luck Di Kasam Audio | Ramji Gulati | Avneet Kaur | Siddharth Nigam | Vikram Nagi | Mack | T/Series,420,72180719,86746,7244,1707,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,829
80,12 / 10 / 2020,"Mere Angne Mein Audio | Jacqueline F,Asim | Neha K,Raja H,Tanishk B, Radhika/Vinay | Bhushan K",369,46850569,97933,2683,446,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,771
81,11 / 10 / 2020,Saara Din (Official Music Video) | Karan Singh Arora | Avneet Kaur | T/Series,345,57760268,32269,9353,571,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,134
82,11 / 10 / 2020,"Lyrical: Sinbad The Sailor | Rock On | Farhan Akhtar, Raman Mahadevan | Shankar/Ehsaan/Loy",387,16482050,20529,1369,1254,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,173
83,11 / 10 / 2020,Feed The Hungry,413,54661835,34864,2761,485,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1155
84,11 / 10 / 2020,Lyrical: Tere Bin Chain Na Aave | Karzzzz | Himesh Reshammiya | Tulsi Kumar,413,73257995,29095,5585,1787,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,199
85,10 / 10 / 2020,"Lyrical : Kahin To Hogi Woh | Jaane Tu Ya Jaane Na | Imran Khan, Genelia D'Souza | A.R. Rahman",369,38150880,85735,1633,250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,369
86,10 / 10 / 2020,The Care Concert / Aditya Narayan | PM CARES FUND | T/Series | Red FM,387,49551231,77559,6790,678,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,868
87,10 / 10 / 2020,The Care Concert / Palak Muchhal | PM CARES FUND | T/Series | Red FM,297,22811208,81414,8358,1792,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1039
88,10 / 10 / 2020,The Care Concert / Adnan Sami | PM CARES FUND | T/Series | Red FM,232,52284373,70527,7799,735,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,518
89,9 / 10 / 2020,The Care Concert / Sachet Tandon & Parampara Thakur | PM CARES FUND | T/Series | Red FM,413,40214814,19297,3918,187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,556
90,9 / 10 / 2020,"Bewafai Video Song | Rochak Kohli Feat.Sachet Tandon, Manoj M | Mr. Faisu, Musskan S & Aadil K",239,56083503,49645,8998,868,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1476
91,9 / 10 / 2020,The Care Concert / Tulsi Kumar | PM CARES FUND | T/Series | Red FM,358,64210665,65836,4989,1120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1299
